	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7333	0.7857	0.7586	0.6111	18.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.5	0.6667	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES	0.6	0.6	0.6	0.4286	7.0
FOOD#QUALITY	0.8333	0.75	0.7895	0.6522	46.0
FOOD#STYLE_OPTIONS	0.25	0.1429	0.1818	0.1	10.0
LOCATION#GENERAL	0.25	0.5	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.7273	0.7619	0.7442	0.5926	27.0
RESTAURANT#MISCELLANEOUS	1.0	0.1667	0.2857	0.1667	6.0
RESTAURANT#PRICES	0.5	0.2	0.2857	0.1667	6.0
SERVICE#GENERAL	0.75	0.6818	0.7143	0.5556	27.0
Micro-AVG	0.7094	0.6385	0.6721	0.5061	164.0
Macro-AVG	0.5537	0.5213	0.4943		164
