	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.6957	0.8	0.7442	0.5926	27.0
AMBIENCE#GENERAL:NEUTRAL	0.3333	0.5	0.4	0.25	4.0
AMBIENCE#GENERAL:NEGATIVE	0.4444	1.0	0.6154	0.4444	9.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:POSITIVE	0.6667	0.5	0.5714	0.4	5.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.6667	0.8	0.6667	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4	0.5714	0.4	5.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.3333	0.2	0.25	0.1429	7.0
FOOD#QUALITY:POSITIVE	0.7903	0.7903	0.7903	0.6533	75.0
FOOD#QUALITY:NEUTRAL	0.3333	0.6667	0.4444	0.2857	7.0
FOOD#QUALITY:NEGATIVE	0.7778	0.7368	0.7568	0.6087	23.0
FOOD#STYLE_OPTIONS:POSITIVE	0.4444	0.5	0.4706	0.3077	13.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.4	0.5	0.4444	0.2857	7.0
LOCATION#GENERAL:POSITIVE	0.1818	1.0	0.3077	0.1818	11.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.6316	0.8	0.7059	0.5455	44.0
RESTAURANT#GENERAL:NEUTRAL	1.0	1.0	1.0	1.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.7	0.7	0.7	0.5385	13.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	6.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	3.0
RESTAURANT#PRICES:POSITIVE	0.6667	1.0	0.8	0.6667	6.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.5	1.0	0.6667	0.5	8.0
SERVICE#GENERAL:POSITIVE	0.7143	1.0	0.8333	0.7143	28.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE#GENERAL:NEGATIVE	0.8824	0.6522	0.75	0.6	25.0
Micro-AVG	0.6605	0.7131	0.6858	0.5219	343.0
Macro-AVG	0.4304	0.4837	0.434		343
