sentence_id	yes_no	aspect_sentiment	sentence	ner_tags
38	1	food quality positive	The sushi seemed pretty fresh and was adequately proportioned .	O T O O O O O O O O
38	0	food quality negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	food quality neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	1	food style_options positive	The sushi seemed pretty fresh and was adequately proportioned .	O T O O O O O O O O
38	0	food style_options negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	food style_options neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	food prices positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	food prices negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	food prices neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant general positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant general negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant general neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	ambience general positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	ambience general negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	ambience general neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	service general positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	service general negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	service general neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant miscellaneous positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant miscellaneous negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant miscellaneous neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks style_options positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks style_options negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks style_options neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks prices positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks prices negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks prices neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks quality positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks quality negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	drinks quality neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant prices positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant prices negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	restaurant prices neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	location general positive	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	location general negative	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
38	0	location general neutral	The sushi seemed pretty fresh and was adequately proportioned .	O O O O O O O O O O
39	0	food quality positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food quality negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food quality neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	1	food style_options positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O T T T T O O O O O O O O O O O O O O O
39	0	food style_options negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food style_options neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	food prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	ambience general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	service general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	service general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	service general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant miscellaneous neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks style_options neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	drinks quality neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	restaurant prices neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general positive	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general negative	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
39	0	location general neutral	The rice to fish ration was also good - - they didn ' t try to overpack the rice .	O O O O O O O O O O O O O O O O O O O O
74	0	food quality positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food quality negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food quality neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food style_options neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	food prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	1	restaurant general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O T T O
74	0	restaurant general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	ambience general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	service general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	service general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	service general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant miscellaneous neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks style_options neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	drinks quality neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	restaurant prices neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general positive	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general negative	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
74	0	location general neutral	Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .	O O O O O O O O O O O O O O O O O O O O O O O O O
98	0	food quality positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food quality negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food quality neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food style_options neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	food prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	ambience general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	service general positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	service general negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	service general neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant miscellaneous neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks style_options neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	drinks quality neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices positive	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices negative	Located at the end of a magnificent block .	O O O O O O O O O
98	0	restaurant prices neutral	Located at the end of a magnificent block .	O O O O O O O O O
98	1	location general positive	Located at the end of a magnificent block .	O O O O O O O T O
98	0	location general negative	Located at the end of a magnificent block .	O O O O O O O O O
