	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.8421	0.7442	0.5926	54.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
AMBIENCE:POSITIVE	0.783	0.9222	0.8469	0.7345	113.0
FOOD:NEGATIVE	0.7547	0.8511	0.8	0.6667	240.0
FOOD:NEUTRAL	0.8235	0.7	0.7567	0.6087	46.0
FOOD:POSITIVE	0.8552	0.9007	0.8774	0.7815	325.0
PRICE:NEGATIVE	0.8723	0.7321	0.7961	0.6613	62.0
PRICE:NEUTRAL	1.0	0.4444	0.6153	0.4444	9.0
PRICE:POSITIVE	0.8125	0.9286	0.8667	0.7647	17.0
GENERAL-IMPRESSION:NEGATIVE	0.9432	0.7757	0.8513	0.7411	112.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.6	0.75	0.6	10.0
GENERAL-IMPRESSION:POSITIVE	0.9545	0.7059	0.8116	0.6829	123.0
SERVICE:NEGATIVE	0.8675	0.8733	0.8704	0.7706	170.0
SERVICE:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
SERVICE:POSITIVE	0.9506	0.9222	0.9362	0.88	175.0
Micro-AVG	0.8525	0.8431	0.8478	0.7358	1461.0
Macro-AVG	0.8189	0.7243	0.7549		1461
