	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6757	0.6098	0.6411	0.4717	53.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.6667	0.5	0.5714	0.4	10.0
DRINKS#STYLE_OPTIONS	0.1429	0.25	0.1819	0.1	10.0
FOOD#PRICES	0.7143	0.7692	0.7407	0.5882	17.0
FOOD#QUALITY	0.8672	0.7708	0.8162	0.6894	161.0
FOOD#STYLE_OPTIONS	0.7143	0.4348	0.5406	0.3704	27.0
LOCATION#GENERAL	0.75	0.75	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8382	0.8143	0.8261	0.7037	81.0
RESTAURANT#MISCELLANEOUS	0.4167	0.3333	0.3704	0.2273	22.0
RESTAURANT#PRICES	0.6154	0.5714	0.5926	0.4211	19.0
SERVICE#GENERAL	0.9091	0.7895	0.8451	0.7317	82.0
Micro-AVG	0.7957	0.7133	0.7523	0.6029	491.0
Macro-AVG	0.6648	0.605	0.6286		491
