	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5862	0.4146	0.4857	0.3208	53.0
DRINKS#PRICES	0.5	0.3333	0.4	0.25	4.0
DRINKS#QUALITY	0.5714	0.5	0.5333	0.3636	11.0
DRINKS#STYLE_OPTIONS	0.6667	0.5	0.5714	0.4	5.0
FOOD#PRICES	0.6	0.4615	0.5217	0.3529	17.0
FOOD#QUALITY	0.7757	0.5764	0.6614	0.494	168.0
FOOD#STYLE_OPTIONS	0.4091	0.3913	0.4	0.25	36.0
LOCATION#GENERAL	0.6	0.75	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.7742	0.6857	0.7273	0.5714	84.0
RESTAURANT#MISCELLANEOUS	0.381	0.5333	0.4445	0.2857	28.0
RESTAURANT#PRICES	0.3684	0.5	0.4242	0.2692	26.0
SERVICE#GENERAL	0.7353	0.6579	0.6945	0.5319	94.0
Micro-AVG	0.6704	0.5735	0.6182	0.4474	532.0
Macro-AVG	0.5807	0.5253	0.5442		532
