	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	1.0	0.8571	0.9231	0.8571	7.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.8095	0.85	0.8293	0.7083	24.0
FOOD:NEGATIVE	0.8611	0.9394	0.8985	0.8158	38.0
FOOD:NEUTRAL	0.6667	0.2222	0.3333	0.2	10.0
FOOD:POSITIVE	0.746	0.9592	0.8393	0.7231	65.0
PRICE:NEGATIVE	0.875	0.7	0.7778	0.6364	11.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.5	1.0	0.6667	0.5	4.0
GENERAL-IMPRESSION:NEGATIVE	0.8333	0.8333	0.8333	0.7143	21.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:POSITIVE	0.9	0.8182	0.8572	0.75	24.0
SERVICE:NEGATIVE	0.9231	0.9231	0.9231	0.8571	28.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.9091	0.9091	0.9091	0.8333	36.0
Micro-AVG	0.8368	0.8658	0.8511	0.7407	270.0
Macro-AVG	0.6683	0.6674	0.6527		270
