	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7714	0.6585	0.7105	0.551	49.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.75	0.75	0.75	0.6	5.0
FOOD#PRICES	0.7778	0.5385	0.6364	0.4667	15.0
FOOD#QUALITY	0.92	0.777	0.8425	0.7278	158.0
FOOD#STYLE_OPTIONS	0.7333	0.4783	0.579	0.4074	27.0
LOCATION#GENERAL	0.75	0.75	0.75	0.6	5.0
RESTAURANT#GENERAL	0.7805	0.9143	0.8421	0.7273	88.0
RESTAURANT#MISCELLANEOUS	0.375	0.2	0.2609	0.15	20.0
RESTAURANT#PRICES	0.6667	0.5714	0.6154	0.4444	18.0
SERVICE#GENERAL	0.9565	0.8684	0.9103	0.8354	79.0
Micro-AVG	0.8468	0.7518	0.7965	0.6618	476.0
Macro-AVG	0.7623	0.6603	0.7017		476
