	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.9062	0.8788	0.8923	0.8056	36.0
AMBIENCE#GENERAL:NEUTRAL	0.5	0.3333	0.4	0.25	4.0
AMBIENCE#GENERAL:NEGATIVE	0.875	1.0	0.9333	0.875	8.0
DRINKS#PRICES:POSITIVE	1.0	0.5	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	1.0	1.0	1.0	1.0	7.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	1.0	1.0	1.0	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
FOOD#PRICES:POSITIVE	1.0	0.2857	0.4444	0.2857	7.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.7778	0.7778	0.7778	0.6364	11.0
FOOD#QUALITY:POSITIVE	0.9604	0.8818	0.9194	0.8509	114.0
FOOD#QUALITY:NEUTRAL	0.7143	1.0	0.8333	0.7143	7.0
FOOD#QUALITY:NEGATIVE	0.8889	0.6857	0.7742	0.6316	38.0
FOOD#STYLE_OPTIONS:POSITIVE	0.5	0.6923	0.5806	0.4091	22.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	6.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.7143	0.7143	0.7143	0.5556	9.0
LOCATION#GENERAL:POSITIVE	0.6667	0.5	0.5714	0.4	5.0
LOCATION#GENERAL:NEUTRAL	1.0	1.0	1.0	1.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.8909	0.9423	0.9159	0.8448	58.0
RESTAURANT#GENERAL:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#GENERAL:NEGATIVE	0.875	0.8235	0.8485	0.7368	19.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.625	0.5	0.5556	0.3846	13.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.2	0.5	0.2857	0.1667	6.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#PRICES:POSITIVE	0.8571	1.0	0.9231	0.8571	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.8571	0.8571	0.8571	0.75	8.0
SERVICE#GENERAL:POSITIVE	0.9118	0.9118	0.9118	0.8378	37.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE#GENERAL:NEGATIVE	0.8919	0.8462	0.8684	0.7674	43.0
Micro-AVG	0.8478	0.8182	0.8327	0.7134	492.0
Macro-AVG	0.5633	0.5564	0.5419		492
