	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.75	0.3488	0.4762	0.3125	48.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.2857	0.125	0.1739	0.0952	21.0
FOOD#QUALITY	0.7522	0.5667	0.6464	0.4775	178.0
FOOD#STYLE_OPTIONS	0.2	0.0455	0.0741	0.0385	26.0
LOCATION#GENERAL	0.2857	0.4	0.3333	0.2	10.0
RESTAURANT#GENERAL	0.3676	0.3571	0.3623	0.2212	113.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	20.0
RESTAURANT#PRICES	0.2	0.0714	0.1052	0.0556	18.0
SERVICE#GENERAL	0.5818	0.4267	0.4923	0.3265	98.0
Micro-AVG	0.589	0.4009	0.4771	0.3133	549.0
Macro-AVG	0.5353	0.3201	0.3859		549
