	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7045	0.7209	0.7126	0.5536	56.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.8571	0.75	0.8	0.6667	18.0
FOOD#QUALITY	0.7665	0.8533	0.8076	0.6772	189.0
FOOD#STYLE_OPTIONS	0.75	0.5455	0.6316	0.4615	26.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8833	0.7571	0.8153	0.6883	77.0
RESTAURANT#MISCELLANEOUS	0.5714	0.2353	0.3333	0.2	20.0
RESTAURANT#PRICES	0.9091	0.7143	0.8	0.6667	15.0
SERVICE#GENERAL	0.8857	0.8267	0.8552	0.747	83.0
Micro-AVG	0.8084	0.7669	0.7871	0.6489	507.0
Macro-AVG	0.8487	0.7016	0.7571		507
