	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8857	0.7209	0.7948	0.6596	47.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.8	0.5	0.6154	0.4444	18.0
FOOD#QUALITY	0.8881	0.8467	0.8669	0.7651	166.0
FOOD#STYLE_OPTIONS	0.6818	0.6818	0.6818	0.5172	29.0
LOCATION#GENERAL	0.6	0.6	0.6	0.4286	7.0
RESTAURANT#GENERAL	0.8462	0.7857	0.8148	0.6875	80.0
RESTAURANT#MISCELLANEOUS	0.6429	0.5294	0.5807	0.4091	22.0
RESTAURANT#PRICES	0.7368	1.0	0.8485	0.7368	19.0
SERVICE#GENERAL	0.863	0.84	0.8513	0.7412	85.0
Micro-AVG	0.8408	0.7879	0.8135	0.6856	493.0
Macro-AVG	0.7801	0.7295	0.7483		493
