id,raw_text,aspectTerms
9,"Für das Essen 5 von 5 Sternen- war lecker und reichlich, Preislich etwas angehoben.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
34,Mein Rollo war so ungewürzt … unsere Freunde ließen eine Pfannen-Spezialität des Hauses nach der Hälfte stehen (sonst sei dieses Gericht wirklich gut).,"[{'term': 'Rollo', 'polarity': 'negative'}, {'term': 'Pfannen-Spezialität', 'polarity': 'negative'}]"
40,Das LOC ist sehr zu empfehlen und war perfekt Medium Rare.,"[{'term': 'LOC', 'polarity': 'positive'}]"
75,"Der sehr forsche, eher unfreundliche Service rundet das Erlebnis nach unten ab.","[{'term': 'Service', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
76,"Ansonsten will ich zugute halten, dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind.","[{'term': 'Preise', 'polarity': 'positive'}]"
81,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen.,"[{'term': 'Menü', 'polarity': 'positive'}, {'term': 'Location', 'polarity': 'positive'}]"
88,Das Kartoffelgratin war ebenfalls von trockener Konsistenz.,"[{'term': 'Kartoffelgratin', 'polarity': 'negative'}]"
92,"Ich hatte am 10.07.2023 meinen Geburtstag in der RESTAURANT_NAME gefeiert, die Kellner waren sehr aufmerksam und das Essen ein Traum, ich kann es nur weiterempfehlen.","[{'term': 'Kellner', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
132,Unsere Reservierung wurde verplant.,"[{'term': 'Reservierung', 'polarity': 'negative'}]"
154,Absolut schlechte Küche!,"[{'term': 'Küche', 'polarity': 'negative'}]"
175,"Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
180,Man bekommt nicht mal das Essen was bestellt wurde.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
214,Die Gamba waren kalt und kaum aus der Schale zu lösen.,"[{'term': 'Gamba', 'polarity': 'negative'}]"
222,Wir sind ganz zufällig dort gelandet und waren begeistert.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
256,So einen schlechten Service hatten wir noch nicht erlebt.,"[{'term': 'Service', 'polarity': 'negative'}]"
277,!Einziger Abzug: Sauberkeit der Toiletten…,"[{'term': 'Sauberkeit der Toiletten', 'polarity': 'negative'}]"
297,Klassische Gerichte modern angerichtet.,"[{'term': 'Gerichte', 'polarity': 'positive'}]"
303,"Als wir bezahleenn wollten, war sie auch wieder nicht auffindbar, dann bekamen wir endlich die Rechnung und sie war wieder weg, bis wir dann endlich bezahlen konnten.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
335,"Der Lachs war gut, auf den Punkt gegrillt, daran gab es nicht auszusetzen!","[{'term': 'Lachs', 'polarity': 'positive'}]"
343,Gute Qualität der Speisen und der Empfehlungen.,"[{'term': 'Speisen', 'polarity': 'positive'}]"
383,"Wir haben mehrmalls die Bedienung um Bestellung gebitten, Allerdings haben diese nicht einmal reagiert.","[{'term': 'Bedienung', 'polarity': 'negative'}]"
390,Die Qualität hat nachgelassen.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
400,Wir fühlten uns sehr gestört und unwohl.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
405,Gerne beim nächsten Besuch in LOC wieder.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
416,Ein sehr gemütliches italienisches Restaurant mit Flair und fleißigem Personal.,"[{'term': 'Restaurant', 'polarity': 'positive'}, {'term': 'Personal', 'polarity': 'positive'}]"
422,Selbst unter Corona hatte das Restaurant sein Level gehalten.,"[{'term': 'Restaurant', 'polarity': 'positive'}]"
445,Ich habe schon deutlich besser gegessen und nur die Hälfte bezahlt.,"[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
448,"Wer in LOC unterwegs ist, der kann die DAMPFE ohne Bedenken in seine Reiseplanung einbeziehen.","[{'term': 'DAMPFE', 'polarity': 'positive'}]"
470,Das Essen und der Service ist immer ausgezeichnet.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
490,Allerdings mussten wir noch weitere 30 Minuten bis zur Lieferung warten.,"[{'term': 'Lieferung', 'polarity': 'negative'}]"
512,Niemand war zuständig.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
541,"Leider war das Personal völlig überfordert, denn wir mußten fast 25 Minuten warten, bis jemand eine Bestellung aufnehmen konnte.","[{'term': 'Personal', 'polarity': 'negative'}]"
568,Schade.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
576,"LOC, tolles Essen, und nette Bedienung.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Bedienung', 'polarity': 'positive'}]"
578,"Leider hat die Qualität massiv nachgelassen und der Preis 7,10€ hat sich fast verdoppelt, die haben wohl den Knall nicht gehört und denn rennen einen die Ratten am Stand fast über die Füße ,das geht gar nicht.","[{'term': 'Preis', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
588,Ein toller Abend mit fantastischem Essen von großartiger Qualität -die Seezunge war ein Traum- und einem super Service!,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Seezunge', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
602,Ich bin sehr enttäuscht und komme nicht wieder.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
612,Hatte ein sehniges Teil was nicht zu kauen war die anderen Gerichte waren akzeptabel aber nichts besonderes,"[{'term': 'Gerichte', 'polarity': 'neutral'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
619,"Essen topp und Service auch, nur einen unmöglichen Kellner dabei, der mit den Tunneln im Ohr, der seine Kollegin ständig laut anpöbelt vor den Gäste, dass sie zu langsam sind und dich bewegen sollen usw.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}, {'term': 'Kellner', 'polarity': 'negative'}]"
621,"Ambiente toll , Essen überpreist und das man der Stiefmutter gratuliert ohne was zu hinterfragen ist schon sehr schmerzhaft .. brauch ich nicht nochmal .","[{'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'negative'}]"
635,"Das Lokal war meiner Meinung nach völlig überfüllt, extrem laut, keine Unterhaltung mehr möglich.","[{'term': 'Lokal', 'polarity': 'negative'}]"
640,Schöner Außenbereich,"[{'term': 'Außenbereich', 'polarity': 'positive'}]"
648,"Einen Punkt Abzug gibt es für mich (wobei das Restaurant nicht wirklich was dafür kann), weil darin sehr sehr laut ist und man seinen Gegenüber schon fast anschreien muss.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
654,Ein rundum leckerer Abend.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
664,Das Steak im Hauptgang war bei beiden sehr gut.,"[{'term': 'Steak im Hauptgang', 'polarity': 'positive'}]"
667,Kommen immer gerne wieder nur zu empfehlen:),"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
673,Der Service ist sehr zuvorkommend und überaus freundlich.,"[{'term': 'Service', 'polarity': 'positive'}]"
683,Service war freundlich und schnell.,"[{'term': 'Service', 'polarity': 'positive'}]"
684,"Muss nicht sein, kann aber.","[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
699,"Sehr schöne Atmosphäre, guter Hauswein, freundliches Personal, haben nur was getrunken, daher kann ich Essen nicht beurteilen.","[{'term': 'Atmosphäre', 'polarity': 'positive'}, {'term': 'Hauswein', 'polarity': 'positive'}, {'term': 'Personal', 'polarity': 'positive'}]"
724,Die Kellner sind arrogant und respektlos!,"[{'term': 'Kellner', 'polarity': 'negative'}]"
725,Espresso geliefert ohne Milch und Zucker.,"[{'term': 'Espresso', 'polarity': 'negative'}]"
727,"Essen war mittelmäßig, Preise Düsseldorfer Niveau","[{'term': 'Essen', 'polarity': 'neutral'}, {'term': 'Preise', 'polarity': 'neutral'}]"
738,Nie wieder.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
754,"Aber das Saure Lüngerl (eine der Spezialitäten des Hauses) war so sauer, dass es leider nicht essbar war, außerdem war es lauwarm.","[{'term': 'Saure Lüngerl', 'polarity': 'negative'}]"
760,Glühwein wird aus dreckigen Thermoskannen für 27 Euro an der SB Theke serviert.,"[{'term': 'Glühwein', 'polarity': 'negative'}]"
784,Kompliment an das Team in der Küche.,"[{'term': 'Team in der Küche', 'polarity': 'positive'}]"
787,Ich war mit meiner Tochter dort und haben einen sehr schönen Abend verbracht.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
793,Sehr aufmerksame Mitarbeiter und das Essen wirklich in sehr guter Qualität.,"[{'term': 'Mitarbeiter', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}]"
820,Hausgemachte Pommes sehr gut.,"[{'term': 'Pommes', 'polarity': 'positive'}]"
823,"Eingekehrt, Sauerbraten bestellt, extrem humorvoller Köbes, Spaß gehabt, geschmackvolle und große Portionen bekommen.","[{'term': 'Köbes', 'polarity': 'positive'}, {'term': 'Portionen', 'polarity': 'positive'}]"
859,"Essen war wie immer top, jedoch bei den LOC habe ich den Ziegenkäsegeschmack des Ziegenkäses vermisst.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'LOC', 'polarity': 'negative'}]"
863,Ausser der ersten Getränke war eine weitere Getränkebestellung quasi unmöglich da kein Servicepersonal verfügbar.,"[{'term': 'Servicepersonal', 'polarity': 'negative'}]"
873,"Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.","[{'term': 'Personal', 'polarity': 'positive'}, {'term': 'Restaurantbetreiber', 'polarity': 'negative'}, {'term': 'Gewinn Maximierung', 'polarity': 'negative'}]"
905,Die enge Bestuhlung im Lokal (französische Verhältnisse) lässt keinen anderen Schluss darauf zu.,"[{'term': 'Bestuhlung', 'polarity': 'negative'}]"
910,Das Gasthaus RESTAURANT_NAME ist egal zu welchem Anlass ein passendes Restaurant.,"[{'term': 'RESTAURANT_NAME', 'polarity': 'positive'}]"
921,"Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.","[{'term': 'Personal', 'polarity': 'positive'}, {'term': 'Interieur', 'polarity': 'positive'}]"
925,Super leckeres Essen mit einer spannenden Auswahl an Gerichten.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Gerichten', 'polarity': 'positive'}]"
933,Die Toiletten waren sehr sauber.,"[{'term': 'Toiletten', 'polarity': 'positive'}]"
963,Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
970,Besser nicht!,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
987,Wir haben da dann offensichtlich einen schlechten Tag erwischt.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
